"zipcode","year","tc","gradrate","Income","size"
11105,2001,3528,,,
11105,2002,3291,,,
11105,2003,2751,,,
11105,2004,2899,,,
11105,2005,2766,,,
11105,2006,2502,,,
11105,2007,2358,,,
11105,2008,2249,,,
11105,2009,2047,,,
11105,2010,2027,,,
11105,2011,2010,,"75,740",2.27
11106,2001,3528,55.2,,
11106,2002,3291,72.5,,
11106,2003,2751,72.1,,
11106,2004,2899,80,,
11106,2005,2766,80.5,,
11106,2006,2502,80.3,,
11106,2007,2358,76.8,,
11106,2008,2249,83.1,,
11106,2009,2047,85.2,,
11106,2010,2027,80.95,,
11106,2011,2010,,"68,551",2.26
10044,2001,3528,,,
10044,2002,3291,,,
10044,2003,2751,,,
10044,2004,2899,,,
10044,2005,2766,,,
10044,2006,2502,,,
10044,2007,2358,,,
10044,2008,2249,,,
10044,2009,2047,,,
10044,2010,2027,,,
10044,2011,2010,,"112,172",2.17
11369,2001,2816,,,
11369,2002,2830,,,
11369,2003,2367,,,
11369,2004,2339,,,
11369,2005,2253,,,
11369,2006,2169,,,
11369,2007,1945,,,
11369,2008,1913,,,
11369,2009,1774,,,
11369,2010,1760,,,
11369,2011,1839,,"67,335",3.36
11370,2001,2816,,,
11370,2002,2830,,,
11370,2003,2367,,,
11370,2004,2339,,,
11370,2005,2253,,,
11370,2006,2169,,,
11370,2007,1945,,,
11370,2008,1913,,,
11370,2009,1774,,,
11370,2010,1760,,,
11370,2011,1839,,"69,161",3.03
11372,2001,2816,,,
11372,2002,2830,,,
11372,2003,2367,,,
11372,2004,2339,,,
11372,2005,2253,,,
11372,2006,2169,,,
11372,2007,1945,,,
11372,2008,1913,,,
11372,2009,1774,,,
11372,2010,1760,,,
11372,2011,1839,,"62,444",2.77
11371,2001,2816,,,
11371,2002,2830,,,
11371,2003,2367,,,
11371,2004,2339,,,
11371,2005,2253,,,
11371,2006,2169,,,
11371,2007,1945,,,
11371,2008,1913,,,
11371,2009,1774,,,
11371,2010,1760,,,
11371,2011,1839,,0,0
10310,2001,2048,,,
10310,2002,1968,,,
10310,2003,1738,,,
10310,2004,1785,,,
10310,2005,1812,,,
10310,2006,1722,,,
10310,2007,1706,,,
10310,2008,1692,,,
10310,2009,1505,,,
10310,2010,1547,,,
10310,2011,1630,,"78,919",2.98
10301,2001,2048,54.6,,
10301,2002,1968,63.3,,
10301,2003,1738,66.6,,
10301,2004,1785,71.9,,
10301,2005,1812,71.6,,
10301,2006,1722,69.8,,
10301,2007,1706,68.8,,
10301,2008,1692,62,,
10301,2009,1505,67.8,,
10301,2010,1547,82.37,,
10301,2011,1452,74.67,"76,813",2.51
10303,2001,,,,
10303,2002,,,,
10303,2003,,,,
10303,2004,,,,
10303,2005,,,,
10303,2006,,,,
10303,2007,,,,
10303,2008,,,,
10303,2009,,,,
10303,2010,,,,
10303,2011,,,"67,301",3.19
10302,2001,,54.5,,
10302,2002,,57,,
10302,2003,,62.3,,
10302,2004,,62.9,,
10302,2005,,56.4,,
10302,2006,,65.7,,
10302,2007,,62.6,,
10302,2008,,60.1,,
10302,2009,,70.3,,
10302,2010,,67.5,,
10302,2011,,62.8,"68,842",3.16
10314,2001,,54.7,,
10314,2002,,73.1,,
10314,2003,,73.4,,
10314,2004,,70.2,,
10314,2005,,80.6,,
10314,2006,,79.8,,
10314,2007,,79.5,,
10314,2008,,78.8,,
10314,2009,,75.7,,
10314,2010,,88.67,,
10314,2011,,85.73,"94,547",2.74
10306,2001,1434,54.7,,
10306,2002,1354,,,
10306,2003,1252,,,
10306,2004,1356,70.1,,
10306,2005,1284,70.4,,
10306,2006,1203,71,,
10306,2007,1259,68.9,,
10306,2008,1257,69.9,,
10306,2009,1079,70,,
10306,2010,1008,88.85,,
10306,2011,1007,88.5,"94,614",2.66
10308,2001,1434,,,
10308,2002,1354,,,
10308,2003,1252,,,
10308,2004,1356,,,
10308,2005,1284,,,
10308,2006,1203,,,
10308,2007,1259,,,
10308,2008,1257,,,
10308,2009,1079,,,
10308,2010,1008,,,
10308,2011,1007,,"101,261",2.69
10304,2001,1434,54.6,,
10304,2002,1354,17.3,,
10304,2003,1252,23.4,,
10304,2004,1356,26.9,,
10304,2005,1284,27.5,,
10304,2006,1203,36.5,,
10304,2007,1259,25,,
10304,2008,1257,82.8,,
10304,2009,1079,81.5,,
10304,2010,1008,85.2,,
10304,2011,1007,87.6,"79,892",2.84
10305,2001,1434,,,
10305,2002,1354,,,
10305,2003,1252,,,
10305,2004,1356,,,
10305,2005,1284,,,
10305,2006,1203,,,
10305,2007,1259,,,
10305,2008,1257,,,
10305,2009,1079,,,
10305,2010,1008,,,
10305,2011,1007,,"83,184",2.71
10307,2001,514,,,
10307,2002,495,,,
10307,2003,467,,,
10307,2004,464,,,
10307,2005,570,,,
10307,2006,475,,,
10307,2007,496,,,
10307,2008,515,,,
10307,2009,414,,,
10307,2010,371,,,
10307,2011,413,,"104,973",2.86
10309,2001,514,,,
10309,2002,495,,,
10309,2003,467,,,
10309,2004,464,,,
10309,2005,570,,,
10309,2006,475,,,
10309,2007,496,,,
10309,2008,515,,,
10309,2009,414,,,
10309,2010,371,,,
10309,2011,413,,"111,477",2.87
10312,2001,514,54.6,,
10312,2002,495,78.2,,
10312,2003,467,76.1,,
10312,2004,464,79,,
10312,2005,570,82.3,,
10312,2006,475,83.8,,
10312,2007,496,84.4,,
10312,2008,515,82.8,,
10312,2009,414,81.5,,
10312,2010,371,85.2,,
10312,2011,413,87.6,"103,272",2.82
